school,course,class,gender,ethnic,major,grand,parent,emp_on,emp_off,hrs,ver,MQ1,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ10,MQ11,MQ12,MQ13,MQ14,MQ15,MQ16,MQ17,MQ18,MQ19,MQ20,must,Q1A,Q1C,Q2A,Q2C,Q3A,Q3C,Q4A,Q4C,Q5A,Q5C,Q6A,Q6C,comm
TAMUF17CHI157,88.8,SO,0,Mixed,b,DK,Y,N,N,0,87,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,1,1,1,1,1,1,0,1,1,1,0,10
TAMUF17CHI168,95.9,FR,0,Hispanic,b,DK,Y,N,N,0,87,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI182,86.7,SO,0,White,b,DK,Y,N,N,0,87,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,14,1,1,0,1,1,0,1,1,1,1,1,1,10
TAMUF17CHI206,87.6,FR,0,White,a. Sci,DK,Y,N,Y,0,78,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,11,1,1,1,1,1,0,1,0,0,0,1,1,8
TAMUF17CHI257,90.8,FR,0,Mixed,,DK,Y,N,N,0,78,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI279,92.3,FR,0,White,a. Sci,DK,Y,N,N,0,78,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI315,79.1,FR,0,White,b,DK,Y,N,N,0,87,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,12,1,1,0,0,1,0,1,1,1,1,1,1,9
TAMUF17CHI317,52.1,FR,0,White,a. Sci,DK,Y,N,N,0,87,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,11,0,1,1,1,1,0,1,0,1,1,0,0,7
TAMUF17CHI328,73.3,FR,0,White,a. Sci,Y,N,N,N,0,87,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,12,1,1,1,1,0,0,0,1,0,1,1,0,7
TAMUF17CHI331,82.7,FR,0,White,STEM,DK,Y,N,N,0,87,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,11
TAMUF17CHI337,88.5,FR,0,White,b,DK,Y,N,N,0,78,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,1,1,0,1,0,1,1,1,1,1,1,10
TAMUF17CHI361,85.6,FR,0,White,b,DK,Y,N,N,0,78,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,12,1,0,1,1,1,0,1,0,1,1,1,1,9
TAMUF17CHI362,71.8,FR,0,White,a. Sci,DK,Y,N,Y,0,78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,8,1,0,1,1,1,0,1,0,0,0,1,1,7
TAMUF17CHI383,58.2,SO,0,Hispanic,a. Sci,Y,N,N,N,0,87,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10,1,0,0,0,0,0,0,0,0,0,0,1,2
TAMUF17CHI396,67.2,SO,0,Hispanic,b,Y,N,N,N,0,78,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,8,1,1,1,1,1,0,1,0,0,0,0,1,7
TAMUF17CHI428,92.1,FR,0,White,b,DK,Y,N,N,0,87,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,13,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI443,71.7,FR,0,White,b,Y,N,N,N,0,87,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,11,1,1,1,1,1,0,1,0,0,1,1,0,8
TAMUF17CHI489,88.6,FR,0,White,a. Sci,DK,Y,N,N,0,78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI493,87.2,FR,0,Hispanic,a. Sci,Y,N,N,N,0,87,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,9,1,1,1,1,1,1,1,0,1,0,1,1,10
TAMUF17CHI506,85.9,SO,0,White,a. Sci,DK,Y,N,N,0,78,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,16,1,1,1,1,1,0,1,1,1,1,1,1,11
TSUF17CHIM028,80.09,FR,0,Hispanic,a. Eng,DK,Y,N,N,0,78,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,9,0,1,1,0,,,,,1,0,,,3
TSUF17CHIM039,68.4,FR,0,Hispanic,a. Eng,DK,Y,N,N,0,87,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,4
TSUF17CHIM047,65.73,FR,0,Hispanic,b,DK,Y,N,N,0,78,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TSUF17CHIM056,88.59,FR,0,Hispanic,b,DK,Y,N,N,0,87,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,7,1,1,1,1,0,0,0,0,0,0,1,1,6
TSUF17CHIM063,95.17,FR,0,Mixed,a. Sci,DK,Y,N,N,0,78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,1,0,1,0,0,0,1,1,6
UNTBF17CHI068,40.5,FR,0,Black,b,DK,Y,N,N,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2
UNTBF17CHI127,86,FR,0,White,a. Eng,DK,Y,N,N,0,87,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,14,1,1,1,1,1,0,1,0,1,1,1,1,10
UNTBF17CHI155,68.1,FR,0,White,a. Sci,DK,Y,N,N,0,87,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,1,4
UNTBF17CHI183,47.1,SO,0,Other,a. Sci,DK,Y,N,N,0,87,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,10,0,1,0,1,0,0,0,0,0,0,0,1,3
UNTWF17CHI006,57.40324426,FR,0,White,a. Sci,DK,Y,N,N,0,87,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,2
UNTWF17CHI075,64.41422114,FR,0,Asian,a. Sci,DK,Y,N,N,0,78,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,1,2
UNTWF17CHI078,81.9308325,SO,0,Mixed,c,DK,Y,N,N,0,87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,5,1,0,0,1,1,0,1,0,1,1,1,0,7
UNTWF17CHI080,52.29106147,SO,0,Black,a. Sci,DK,Y,N,N,0,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
UNTWF17CHI101,87.55941708,FR,0,White,a. Sci,DK,Y,N,N,0,78,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,6,1,1,1,0,1,0,1,0,1,1,1,1,9
TAMSAF17CHI001,62.2,FR,0,Hispanic,b,N,Y,N,N,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,,,,,4
TAMSAF17CHI031,34,FR,0,Hispanic,c,N,Y,N,N,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMUF17CHI010,66.3,FR,0,Hispanic,b,N,Y,N,N,0,87,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,5,1,1,1,1,0,0,1,1,1,0,1,1,9
TAMUF17CHI016,63.7,FR,0,Hispanic,a. Sci,N,Y,N,N,0,78,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,1,0,1,1,0,5
TAMUF17CHI018,70.7,FR,0,White,a. Sci,N,Y,N,N,0,87,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,8,1,1,1,1,1,0,1,1,1,0,0,0,8
TAMUF17CHI036,78.9,FR,0,White,c,N,Y,N,N,0,87,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,14,1,1,1,1,1,0,1,0,1,0,1,1,9
TAMUF17CHI058,81,FR,0,Asian,b,N,Y,N,N,0,87,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,13,1,1,1,1,1,0,1,1,1,1,1,0,10
TAMUF17CHI061,95.4,FR,0,White,b,N,Y,N,N,0,87,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI078,93,FR,0,Mixed,b,N,Y,N,N,0,78,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,13,1,1,1,1,1,1,1,0,0,1,1,1,10
TAMUF17CHI112,65,SO,0,White,b,N,Y,N,N,0,78,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1,1,0,1,0,1,1,0,0,0,1,0,6
TAMUF17CHI119,94.3,FR,0,White,a. Sci,N,Y,N,N,0,87,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI121,88.8,FR,0,Other,b,N,Y,N,N,0,87,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,16,1,1,0,1,1,1,1,0,1,1,1,0,9
TAMUF17CHI128,95.1,FR,0,White,b,N,Y,N,N,0,78,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,16,1,1,1,1,1,1,1,1,1,1,0,1,11
TAMUF17CHI133,91,SO,0,White,c,N,Y,N,N,0,87,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI137,90.2,SO,0,Mixed,b,N,Y,N,N,0,78,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,11,1,1,1,1,1,0,1,1,1,1,1,0,10
TAMUF17CHI146,65.7,FR,0,Hispanic,b,N,Y,N,N,0,78,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,10,1,0,1,0,1,0,1,0,0,0,1,0,5
TAMUF17CHI150,78.2,FR,0,Hispanic,b,N,Y,N,N,0,87,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,11,1,0,0,1,1,1,1,0,1,1,1,1,9
TAMUF17CHI156,56.2,FR,0,Hispanic,a. Sci,N,Y,N,N,0,78,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,14,0,0,0,0,0,0,1,0,0,0,1,1,3
TAMUF17CHI193,91.9,SO,0,Mixed,b,N,Y,N,N,0,87,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,11,1,1,1,1,1,1, , ,1,1, , ,8
TAMUF17CHI203,76,FR,0,Hispanic,d,N,Y,N,N,0,87,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,1,0,1,1,1,1,7
TAMUF17CHI208,85.5,FR,0,White,b,N,Y,N,N,0,78,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,9,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI221,81.7,FR,0,White,b,N,Y,N,Y,0,87,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,9,1,1,1,1,1,0,1,0,0,1,1,0,8
TAMUF17CHI223,95.7,FR,0,Other,b,N,Y,N,N,0,78,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI233,91.3,FR,0,White,b,N,Y,N,N,0,87,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI245,86.4,FR,0,Asian,b,N,Y,N,N,0,78,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI267,86.4,FR,0,White,a. Sci,N,Y,N,N,0,78,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,12,1,1,0,0,0,0,1,0,0,1,1,1,6
TAMUF17CHI278,77.1,FR,0,White,a. Sci,N,Y,N,N,0,78,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,9,1,1,0,1,1,1,1,1,1,1,0,0,9
TAMUF17CHI281,69.4,FR,0,White,b,N,Y,N,N,0,87,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11,1,1,0,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI293,86.6,FR,0,White,a. Sci,N,Y,N,N,0,78,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI294,82.6,FR,0,White,b,N,Y,N,N,0,78,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI299,74.2,SO,0,White,a. Sci,N,Y,N,N,0,78,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,10,1,1,1,1,1,1,1,0,0,1,1,0,9
TAMUF17CHI314,73.2,SO,0,White,a. Sci,N,Y,N,N,0,78,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1,1,0,0,1,0,1,1,0,0,7
TAMUF17CHI321,56.5,SO,0,Black,b,N,Y,N,N,0,87,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7,1,1,0,1,1,0,1,0,0,1,1,1,8
TAMUF17CHI329,86.3,FR,0,Mixed,a. Sci,N,Y,N,N,0,78,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI336,77.4,FR,0,White,b,N,Y,N,N,0,87,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,15,1,1,1,1,1,0,1,0,1,0,1,1,9
TAMUF17CHI338,83.3,FR,0,Hispanic,b,N,Y,N,N,0,87,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,0,1,1,1,11
TAMUF17CHI357,94.6,FR,0,Other,b,N,Y,N,N,0,87,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,1,1,1,1,0,1,1,0,1,1,1,1,10
TAMUF17CHI358,89.3,FR,0,Other,STEM & b,N,Y,N,N,0,87,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI363,87.1,FR,0,White,a. Sci,N,Y,N,N,0,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI388,73.3,SO,0,White,b,N,Y,N,N,0,87,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,11,1,1,0,1,1,0,1,0,0,0,1,0,6
TAMUF17CHI390,64.5,FR,0,White,c,N,Y,N,N,0,78,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6,1,0,0,1,0,0,1,0,0,0,1,0,4
TAMUF17CHI399,87,SO,0,White,a. Sci,N,Y,N,N,0,87,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,14,1,1,1,1,1,1,1,0,1,1,1,0,10
TAMUF17CHI400,82.9,FR,0,Hispanic,a. Math,N,Y,N,N,0,78,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,13,1,1,1,1,0,1,0,1,1,1,1,1,10
TAMUF17CHI409,92.4,SO,0,Hispanic,b,N,Y,N,N,0,78,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,13,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI413,94.5,FR,0,White,b,N,Y,N,N,0,87,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,0,11
TAMUF17CHI416,73.6,SO,0,Mixed,b,N,Y,N,N,0,87,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,8,1,1,1,1,1,0,1,0,0,0,1,0,7
TAMUF17CHI419,86.4,FR,0,Hispanic,a. Sci,N,Y,N,N,0,87,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI429,79.2,FR,0,Asian,a. Sci,N,Y,N,N,0,87,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,11,1,1,0,1,1,0,1,0,1,0,1,0,7
TAMUF17CHI446,86.5,FR,0,White,b,N,Y,N,N,0,78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,1,0,1,1,0,1,0,0,0,1,0,6
TAMUF17CHI458,76,SO,0,White,b,N,Y,N,N,0,78,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,9,1,1,1,1,1,1,1,0,0,1,1,1,10
TAMUF17CHI471,80,FR,0,White,b,N,Y,N,N,0,87,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,9,1,1,0,1,1,1,1,0,1,1,1,1,10
TAMUF17CHI473,76.6,SO,0,Hispanic,b,N,Y,N,N,0,87,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,1,1,1,1,1,0,1,1,1,0,1,1,10
TAMUF17CHI505,73.6,FR,0,White,b,N,Y,N,N,0,78,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,1,0,1,1,0,1,1,1,0,1,0,8
TSUF17CHIM001,80.65,FR,0,Black,b,N,Y,N,N,0,87,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,0,1,1,0,0,1,0,6
TSUF17CHIM031,65.23,FR,0,White,b,N,Y,N,N,0,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,,,,,0,0,,,1
TSUF17CHIM048,71.74,FR,0,Asian,b,N,Y,N,N,0,78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,1,1,1,0,0,0,0,0,1,0,1,5
UNTBF17CHI024,85.7,JR,0,Black,b,N,Y,N,N,0,78,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,0,1,1,1,0,10
UNTBF17CHI029,68.6,FR,0,Hispanic,b,N,Y,N,N,0,87,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7,0,0,1,1,0,0,1,0,1,1,1,0,6
UNTBF17CHI086,67.8,SO,0,Asian,b,N,Y,N,N,0,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,0,0,0,0,1,1,0,0,5
UNTBF17CHI090,90.1,FR,0,Asian,a. Eng,N,Y,N,N,0,78,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,9,1,1,1,1,0,0,1,0,0,0,1,1,7
UNTBF17CHI094,62.2,FR,0,Mixed,a. Sci,N,Y,N,N,0,87,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,9,0,0,1,1,0,0,1,0,0,0,1,0,4
UNTBF17CHI109,87.3,FR,0,White,b,N,Y,N,N,0,78,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,0,1,1,0,1,8
UNTBF17CHI174,85.3,SR,0,White,b,N,Y,N,N,0,78,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,10,1,1,1,0,0,1,1,0,1,0,1,0,7
UNTWF17CHI008,80.86033626,FR,0,Asian,c,N,Y,N,N,0,87,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,0,1,1,0,1,6
UNTWF17CHI009,83.75747272,SO,0,White,a. Sci,N,Y,N,N,0,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,9
UNTWF17CHI020,75.69764702,FR,0,Hispanic,a. Sci,N,Y,N,N,0,87,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,1,0,1,0,0,0,5
UNTWF17CHI074,79.72413404,FR,0,Asian,a. Eng,N,Y,N,N,0,78,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,7,1,0,0,1,0,1,1,0,0,0,0,1,5
UNTWF17CHI099,61.64580426,FR,0,Hispanic,a. Sci,N,Y,N,N,0,87,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,3
UNTWF17CHI108,58.59840038,FR,0,Hispanic,a. Sci,N,Y,N,N,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,4
UNTWF17CHI113,68.31682748,FR,0,Other,a. Sci,N,Y,N,N,0,78,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0,1,4
TAMSAF17CHI008,68.1,SO,0,Hispanic,,N,DK,N,N,0,87,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,1,1,0,0,1,0,,,,,4
TAMUF17CHI026,79.2,SO,0,White,a. Sci,DK,N,N,N,0,78,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,11,1,1,0,1,1,0,1,0,1,0,0,1,7
TAMUF17CHI095,90.7,FR,0,White,a. Sci,DK,N,N,N,0,87,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,16,1,1,0,1,1,1,1,0,1,1,1,1,10
TAMUF17CHI129,95.5,FR,0,Hispanic,a. Sci,DK,DK,N,N,0,78,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,16,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI173,64.8,FR,0,Hispanic,b,DK,DK,N,N,0,87,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0,0,0,1,0,1,1,1,1,7
TAMUF17CHI258,98.9,FR,0,White,a. Sci,Y,DK,N,N,0,87,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI377,76.7,FR,0,Hispanic,a. Sci,DK,N,N,N,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,1,1,9
TAMUF17CHI408,92.2,FR,0,Mixed,c,DK,N,N,N,0,87,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,12,1,1,1,0,1,0,1,1,1,1,1,1,10
UNTBF17CHI027,75.1,FR,0,White,a. Sci,DK,N,N,N,0,78,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,6,1,1,0,0,1,0,1,1,1,0,1,1,8
UNTBF17CHI076,80.8,SR,0,White,a. Eng,DK,N,N,N,0,87,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6,1,1,0,1,0,0,1,0,1,1,1,0,7
UNTWF17CHI058,68.66223045,SO,0,White,d,DK,N,N,N,0,87,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,0,0,1,0,0,1,7
UNTWF17CHI092,74.92726928,FR,0,Mixed,a. Sci,DK,N,N,N,0,87,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,0,1,0,0,0,0,1,0,0,0,0,1,3
TAMSAF17CHI037,70,SO,0,Hispanic,b,DK,N,Y,N,0,78,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,10,1,0,0,0,1,0,1,0,0,1,0,1,5
TAMUF17CHI152,72.6,SO,0,Hispanic,,N,N,Y,N,1-10,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,5,1,1,1,0,1,1,1,0,1,0,0,1,8
TAMUF17CHI175,41.9,FR,0,Hispanic,a. Sci,N,N,Y,N,1-10,87,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,10,0,1,0,0,1,0,1,1,0,1,0,0,5
TAMUF17CHI260,85.6,FR,0,Hispanic,b,N,N,N,Y,1-10,87,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,10,1,1,0,1,1,1,1,1,1,0,1,1,10
TAMUF17CHI452,84.3,FR,0,White,a. Sci,N,N,N,Y,1-10,78,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,17,1,1,1,1,1,1,1,1,0,1,0,0,9
TSUF17CHIM016,61.47,JR,0,Mixed,d,N,N,N,Y,1-10,87,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1
UNTBF17CHI095,91.7,FR,0,Hispanic,b,N,N,N,Y,1-10,78,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,0,1,0,1,1,0,0,8
UNTBF17CHI147,74.3,JR,0,Hispanic,a. Sci,N,N,N,Y,1-10,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,3
UNTWF17CHI096,60.65531529,FR,0,Hispanic,d,N,N,N,Y,1-10,78,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6,1,0,1,0,1,0,0,0,0,0,0,0,3
UTXWF17CHI075,98.9,FR,0,Hispanic,b,N,N,N,Y,1-10,87,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,8,1,1,1,1,0,1,1,0,1,1,1,1,10
