"school","course","class","gender","ethnic","major","grand","parent","emp_on","emp_off","hrs","ver","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must"
"TAMU",75.9,"FR",0,"White","a. Sci","Y","Y","N","Y","1-10",78,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14
"TAMU",79.7,"FR",0,"White","a. Sci","Y","Y","N","Y","1-10",87,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,15
"TAMU",89.9,"JR",0,"White","c","Y","Y","N","Y","1-10",78,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,12
"TAMU",84.9,"SO",0,"White","b","Y","Y","Y","N","1-10",87,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11
"TAMU",84.4,"JR",0,"White","b","Y","Y","Y","N","1-10",78,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7
"TAMU",83.2,"JR",0,"White","b","Y","Y","Y","N","1-10",78,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7
"TAMU",75,"JR",0,"White","c","Y","Y","Y","N","1-10",87,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,13
"TAMU",78.7,"SO",0,"Mixed","b","Y","Y","N","Y","1-10",87,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,10
"TAMU",94,"FR",0,"White","a. Sci","Y","Y","N","Y","1-10",78,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,14
"TSU",88.86,"FR",0,"Mixed","b","Y","Y","N","Y","1-10",78,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,10
"TSU",75.87,"FR",0,"White","b","Y","Y","N","Y","1-10",78,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10
"UNT",95.4,"FR",0,"White","a. Eng","Y","Y","N","Y","1-10",78,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,9
"UNT",90.41536025,"SR",0,"White","c","Y","Y","N","Y","1-10",78,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,14
"TAMU",57.2,"FR",0,"White","b","DK","Y","N","Y","1-10",78,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,7
"UNT",81.6,"FR",0,"Other","b","DK","Y","N","Y","1-10",87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4
"UTXW",96.1,"FR",0,"White","b","DK","Y","Y","N","1-10",87,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,11
"UTXW",64.7,"FR",0,"Black"," ","DK","Y","Y","N","1-10",78,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"UTXW",85.8,"FR",0,"Hispanic","b","DK","Y","N","Y","1-10",87,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,11
"TAMU",71.7,"FR",0,"White","STEM & b","N","Y","N","Y","1-10",78,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,16
"TAMU",74.9,"SO",0,"Hispanic","b","N","Y","N","Y","1-10",78,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"TAMU",91.3,"FR",0,"White","a. Sci","N","Y","Y","N","1-10",78,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,13
"TAMU",85.4,"FR",0,"White","a. Sci","N","Y","N","Y","1-10",78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,17
"UNT",50.5,"SO",0,"Black","a. Sci","N","Y","N","Y","1-10",78,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
"UTXW",83.5,"FR",0,"Hispanic","b","N","Y","N","Y","1-10",78,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,11
"UTXW",100.7,"FR",0,"Asian","b","N","Y","Y","N","1-10",78,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,16
"TAMU",94.8,"FR",0,"White","a. Eng","DK","DK","N","Y","1-10",87,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,12
"UNT",85.14836956,"SO",0,"Black","a. Sci","DK","N","N","Y","1-10",78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"TAMSA",72,"JR",0,"White","b","DK","N","N","Y","1-10",78,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,9
"TAMU",75,"FR",0,"Black","b","N","N","N","Y","11-19",87,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7
"TAMU",95.2,"SR",0,"Asian","c","N","N","Y","N","11-19",78,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,14
"TAMU",79.5,"FR",0,"Hispanic","a. Math","N","N","N","Y","11-19",87,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10
"TAMU",71.6,"FR",0,"Hispanic","b","N","N","Y","N","11-19",87,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,10
"TAMU",74,"FR",0,"Hispanic","b","N","N","Y","N","11-19",87,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
"TSU",69.49,"FR",0,"White","b","N","N","N","Y","11-19",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"UNT",73.4,"FR",0,"Black","b","N","N","Y","N","11-19",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"UNT",87.76044341,"SO",0,"White","c","N","N","N","Y","11-19",87,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6
"UNT",74.10308859,"FR",0,"Asian","a. Sci","N","N","N","Y","11-19",87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
"UNT",65.37651523,"FR",0,"Asian","a. Sci","N","N","N","Y","11-19",78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,8
"UTXW",75.1,"FR",0,"Asian","b","N","N","Y","N","11-19",87,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,15
"UTXW",96,"FR",0,"Hispanic","a. Eng","N","N","Y","N","11-19",78,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,15
"UTXW",81.3,"FR",0,"Hispanic","a. Math","N","N","Y","N","11-19",87,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,16
"UTXW",70.9,"FR",0,"Black","b","N","N","N","Y","11-19",87,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,12
"TAMSA",57.4,"SO",0,"Hispanic","b","Y","Y","Y","N","11-19",78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
"TAMU",96.2,"SO",0,"White","b","Y","Y","Y","N","11-19",87,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,15
"TSU",79.84,"SO",0,"White","a. Sci","Y","Y","N","Y","11-19",78,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
"TSU",75.39,"FR",0,"White","b","Y","Y","Y","N","11-19",78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"TSU",73.06,"FR",0,"White","c","Y","Y","N","Y","11-19",87,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
"UNT",85.6,"SO",0,"White","a. Sci","Y","Y","Y","N","11-19",87,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,10
"UNT",66.5,"JR",0,"White","b","Y","Y","Y","N","11-19",87,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
"UNT",72.7,"FR",0,"Black","d","Y","Y","N","Y","11-19",87,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,10
"UTXW",91.9,"FR",0,"Black","b","Y","Y","N","Y","11-19",78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19
"UTXW",68.4,"FR",0,"Hispanic","b","Y","Y","Y","N","11-19",87,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,10
"UNT",87.6,"FR",0,"White","b","DK","Y","N","Y","11-19",78,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,5
"UNT",87.58065612,"SO",0,"White","d","DK","Y","Y","N","11-19",87,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,13
"TAMSA",71.6,"SO",0,"Hispanic","","N","Y","Y","N","11-19",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAMSA",47.8,"SO",0,"Mixed","b","N","Y","N","Y","11-19",87,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TAMU",85.5,"SO",0,"White","c","N","Y","Y","N","11-19",78,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,14
"TAMU",94.1,"FR",0,"White","a. Sci","N","Y","N","Y","11-19",78,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,16
"TAMU",70.6,"FR",0,"White","a. Sci","N","Y","Y","Y","11-19",87,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,10
"TAMU",78.3,"FR",0,"White","b","N","Y","N","Y","11-19",87,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,14
"TAMU",69.9,"SO",0,"Black","a. Math","N","Y","Y","N","11-19",87,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,15
"TSU",62.64,"FR",0,"White","a. Sci","N","Y","N","Y","11-19",87,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"UNT",66.1,"FR",0,"Mixed","c","N","Y","N","Y","11-19",87,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,9
"UNT",48.9,"FR",0,"Hispanic","b","N","Y","N","Y","11-19",87,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,5
"UNT",71.4,"FR",0,"Asian","a. Sci","N","Y","Y","N","11-19",87,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,7
"UNT",69.82046977,"FR",0,"Mixed","a. Sci","N","Y","Y","Y","11-19",87,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
"UNT",80.82618301,"FR",0,"Mixed","a. Sci","N","Y","N","Y","11-19",78,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,12
"UNT",42.56342529,"FR",0,"White","a. Sci","N","Y","N","Y","11-19",87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"UNT",83.54926309,"FR",0,"Asian","a. Sci","N","Y","N","Y","11-19",78,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,9
"UNT",96.84546176,"SO",0,"Asian","a. Sci","N","Y","N","Y","11-19",78,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,13
"UTXW",72.7,"FR",0,"Black","b","N","Y","N","Y","11-19",78,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,9
"UTXW",80.9,"FR",0,"Asian","b","N","Y","Y","N","11-19",87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,16
"UTXW",93.9,"FR",0,"Other","a. Eng","N","Y","N","Y","11-19",87,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,13
"TAMSA",74,"SO",0,"Hispanic","a. Sci","N","N","N","Y","20-29",78,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,8
"TAMU",77.2,"JR",0,"Hispanic","a. Sci","N","N","N","Y","20-29",78,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,12
"TAMU",85,"FR",0,"Hispanic","b","N","N","Y","N","20-29",87,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,10
"TAMU",52,"FR",0,"Hispanic","a. Sci","N","N","N","Y","20-29",87,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
"TAMU",62.6,"FR",0,"Hispanic","STEM","N","N","N","Y","20-29",78,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3
"UNT",36.1,"FR",0,"Hispanic","a. Sci","N","N","N","Y","20-29",78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"UNT",49.90465206,"FR",0,"Mixed","a. Sci","N","N","N","Y","20-29",87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"UNT",60.12493452,"JR",0,"Hispanic","a. Sci","N","N","N","Y","20-29",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19
"UNT",64.6560199,"JR",0,"Black","a. Sci","N","N","Y","N","20-29",78,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"UTXW",67,"FR",0,"Hispanic","b","N","N","N","Y","20-29",78,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7
"UTXW",72.8,"FR",0,"Hispanic","b","N","N","N","Y","20-29",78,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,11
"ACUP",64.06,"SO",0,"Black","b","Y","Y","N","Y","20-29",78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"TAMSA",46.1,"JR",0,"White","a. Sci","Y","Y","N","Y","20-29",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAMU",47.4,"FR",0,"White","b","Y","Y","N","Y","20-29",87,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,12
"TAMU",84.1,"FR",0,"White","b","Y","Y","N","N","20-29",87,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,14
"TSU",81.56,"JR",0,"White","a. Sci","Y","Y","N","Y","20-29",87,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4
"TSU",72.29,"JR",0,"Mixed","a. Sci","Y","Y","N","Y","20-29",78,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"TSU",58.18,"JR",0,"Mixed","b","Y","Y","N","Y","20-29",87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
"UNT",82.9,"FR",0,"Mixed","a. Eng","Y","Y","Y","N","20-29",87,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,15
"UNT",66.5,"FR",0,"Other","b","Y","Y","N","Y","20-29",78,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"UNT",83.6,"FR",0,"White","b","Y","Y","Y","N","20-29",87,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,8
"ACUP",86,"JR",0,"Black","a. Sci","DK","Y","N","Y","20-29",78,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,9
"TAMU",87.8,"FR",0,"White","a. Math","DK","Y","N","Y","20-29",78,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,17
"TAMU",82.2,"SO",0,"White","b","DK","Y","Y","N","20-29",78,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9
"TSU",78.43,"FR",0,"Mixed","b","DK","Y","N","Y","20-29",87,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,7
"TAMU",67.7,"FR",0,"Mixed","a. Sci","N","Y","Y","N","20-29",78,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,14
"TAMU",78.6,"FR",0,"White","b","N","Y","N","Y","20-29",87,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,13
"TAMU",61.5,"FR",0,"White","b","N","Y","N","Y","20-29",78,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,6
"TAMU",87.4,"FR",0,"White","b","N","Y","N","Y","20-29",78,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18
"TAMU",71.4,"JR",0,"Hispanic","b","N","Y","Y","Y","20-29",87,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,8
"UNT",74.6,"JR",0,"Mixed","b","N","Y","N","Y","20-29",78,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,14
"UNT",76.6,"SR",0,"Asian","a. Eng","N","Y","N","Y","20-29",87,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9
"UNT",86.1951314,"SO",0,"Asian","a. Sci","N","Y","N","Y","20-29",78,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,6
"UTXW",87.4,"FR",0,"White","b","N","Y","N","Y","20-29",87,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,14
"UNT",71.22509195,"SO",0,"Asian","a. Sci","DK","DK","N","Y","20-29",78,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,14
"TAMSA",85,"SO",0,"Hispanic","b","N","N","Y","N","20-29",87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"TAMSA",43.2,"JR",0,"Hispanic","a. Sci","N","N","N","Y","30-39",78,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"TAMSA",68.3,"JR",0,"Hispanic","b","N","N","N","Y","30-39",87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"TAMSA",31.3,"JR",0,"Hispanic","a. Sci","N","N","N","Y","30-39",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAMSA",80,"JR",0,"Black","b","N","N","N","Y","30-39",78,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"TAMSA",90,"JR",0,"Hispanic","b","N","N","N","Y","30-39",78,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,9
"TAMSA",67,"JR",0,"White","a. Sci","Y","Y","N","Y","30-39",87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
"TSU",64.94,"JR",0,"Hispanic","d","Y","Y","N","Y","30-39",78,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,9
"UNT",74.8,"JR",0,"White","b","Y","Y","N","Y","30-39",87,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"UNT",68,"JR",0,"White","b","DK","Y","N","Y","30-39",78,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,7
"TAMSA",76,"JR",0,"Hispanic","a. Sci","N","Y","N","Y","30-39",87,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,7
"TSU",80.3,"FR",0,"White","a. Sci","N","Y","N","Y","30-39",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"TSU",67.43,"JR",0,"Mixed","a. Sci","N","N","N","Y","40+",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UNT",41.1,"SO",0,"White","a. Sci","DK","Y","N","Y","40+",78,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5
"TSU",81.63,"SO",0,"White","b","DK","DK","N","N","0",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACUP",70.2,"SO",1,"White","a. Sci","N","N","N","N","0",78,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,5
"ACUP",66.87,"FR",1,"White","a. Sci","N","N","N","N","0",87,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,11
"ACUP",78.56,"FR",1,"White","a. Eng","N","N","N","N","0",87,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,9
"ACUP",63.6,"FR",1,"Hispanic","b","N","N","N","N","0",78,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,13
"ACUP",56.28,"SO",1,"Hispanic","a. Sci","N","N","N","N","0",78,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"ACUP",72.41,"SO",1,"White","","N","N","N","N","0",78,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,13
"ACUP",81.16,"FR",1,"White","a. Eng","N","N","N","N","0",78,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,15
"UNT",62.5,"FR",1,"Hispanic","a. Eng","N","N","N","N","0",87,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,11
"UNT",62.51598441,"FR",1,"Hispanic","b","N","N","N","N","0",87,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,10
"UTXW",86.7,"FR",1,"Hispanic","b","N","N","N","N","0",87,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,8
"UTXW",87.9,"FR",1,"Hispanic","b","N","N","N","N","0",78,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,9
"UTXW",84.5,"FR",1,"Hispanic","b","N","N","N","N","0",87,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,10
"UTXW",91.1,"FR",1,"Hispanic","b","N","N","N","N","0",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
"UTXW",85,"FR",1,"Asian","b","N","N","N","N","0",78,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,13
"UTXW",98.9,"FR",1,"Hispanic","b","N","N","N","N","0",78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18
"UTXW",82.5,"FR",1,"Hispanic","b","N","N","N","N","0",87,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,16
"UTXW",85.3,"FR",1,"Hispanic","b","N","N","N","N","0",78,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,8
"UTXW",81,"FR",1,"Hispanic","a. Eng","N","N","N","N","0",78,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,13
"UTXW",84.9,"FR",1,"Hispanic","a. Tech,Eng","N","N","N","N","0",87,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,12
"UTXW",92.7,"FR",1,"Hispanic","c","N","N","N","N","0",87,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,12
"UTXW",89.5,"FR",1,"Hispanic","a. Eng","N","N","N","N","0",78,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,10
"UTXW",63.2,"SO",1,"Hispanic","c","N","N","N","N","0",87,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,12
"UTXW",90.8,"FR",1,"Hispanic","a. Eng","N","N","N","N","0",87,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,14
"UTXW",87.6,"FR",1,"Hispanic","a. Tech","N","N","N","N","0",78,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,13
"UTXW",72,"FR",1,"Hispanic","a. Eng","N","N","N","N","0",87,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,12
"UTXW",98.7,"FR",1,"Hispanic","b","N","N","N","N","0",87,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,11
"UTXW",96.1,"FR",1,"Hispanic","b","N","N","N","N","0",78,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,11
"UTXW",78.1,"FR",1,"Asian","c","N","N","N","N","0",78,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,11
"UTXW",76.3,"FR",1,"Hispanic","c","N","N","N","N","0",87,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,11
"UTXW",92.7,"FR",1,"White","a. Tech","N","N","N","N","0",78,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,14
"UTXW",99.6,"FR",1,"Hispanic","a. Math","N","N","N","N","0",87,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"UTXW",82.6,"FR",1,"Hispanic","a. Sci","N","N","N","N","0",87,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,8
"ACUP",98.32,"FR",1,"Asian","b","Y","Y","N","N","0",87,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,17
"ACUP",73.5,"FR",1,"White","c","Y","Y","N","N","0",78,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,14
"ACUP",92.57,"JR",1,"White","d","Y","Y","N","N","0",78,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,12
"ACUP",92.6,"SR",1,"White","a. Eng","Y","Y","N","N","0",87,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,16
"ACUP",77.98,"SO",1,"White","b","Y","Y","N","N","0",87,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7
"ACUP",76.76,"SO",1,"White","a. Eng","Y","Y","N","N","0",78,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,11
"ACUP",81.27,"JR",1,"White","a. Sci","Y","Y","N","N","0",78,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,9
"ACUP",72.4,"SO",1,"White","a. Eng","Y","Y","N","N","0",78,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,9
"ACUP",70.09,"SR",1,"White","a. Eng","Y","Y","N","N","0",78,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,12
"ACUP",91.46,"FR",1,"White","b","Y","Y","N","N","0",87,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9
"ACUP",93.1,"FR",1,"White","b","Y","Y","N","N","0",78,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,13
"ACUP",96.38,"FR",1,"Hispanic","b","Y","Y","N","N","0",87,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18
"ACUP",95.33,"FR",1,"Other","b","Y","Y","N","N","0",78,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,7
"ACUP",92,"SO",1,"White","b","Y","Y","N","N","0",87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4
"UNT",65.8,"SO",1,"White","a. Eng","Y","Y","N","N","0",78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
