school,course,class,gender,ethnic,major,zip,grand,parent,emp_on,emp_off,hrs,ver,MQ1,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ10,MQ11,MQ12,MQ13,MQ14,MQ15,MQ16,MQ17,MQ18,MQ19,MQ20,must,Q1A,Q1c,Q2A,Q2C,Q3A,Q3C,Q4A,Q4C,Q5A,Q5C,Q6A,Q6C,comm
TSUF17CHIM014,72.3,JR,0,"White,Hisp",a. Sci,78,Y,Y,N,Y,20-29,78,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,1,0,0,4
TSUF17CHIM016,61.5,JR,0,Mixed,d,78,N,N,N,Y,1-10,87,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1
TSUF17CHIM017,61.9,FR,1,,a. Sci,,,,,,,78,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,1,0,1,4
TSUF17CHIM018,78.4,FR,0,Mixed,b,78,DK,Y,N,Y,20-29,87,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,7,0,0,1,1,1,0,1,0,0,1,0,0,5
TSUF17CHIM019,58.2,JR,0,"White,Hisp",b,78,Y,Y,N,Y,20-29,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,1,5
TSUF17CHIM020,66.0,JR,1,Hisp,a. Sci,75,Y,Y,N,Y,30-39,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,1,4
TSUF17CHIM022,76.2,FR,0,Black,b,77,Y,Y,N,N,0,78,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,1,2
TSUF17CHIM023,62.6,FR,0,White,a. Sci,78,N,Y,N,Y,11-19,87,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2
TSUF17CHIM025,75.3,FR,0,Hisp,b,77,N,N,N,N,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2
TSUF17CHIM027,90.5,FR,1,White,a. Sci,78,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TSUF17CHIM029,79.1,FR,0,Hisp,a. Sci,79,N,N,N,N,0,78,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,14,0,0,0,1,0,0,0,0,0,0,0,0,1
TSUF17CHIM030,67.4,FR,1,Hisp,a. Sci,78,N,Y,N,N,0,87,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,1,0,1,0,0,1,0,0,5
TSUF17CHIM032,88.9,FR,0,"White,Hisp",b,78,Y,Y,N,Y,1-10,78,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,10,1,1,1,1,0,1,0,0,0,1,0,0,6
TSUF17CHIM033,77.6,FR,0,White,a. Eng,75,N,N,N,N,0,87,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6,1,1,1,1,0,1,0,0,1,1,0,1,8
TSUF17CHIM034,75.4,FR,0,White,b,75,Y,Y,Y,N,11-19,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,1,0,4
TSUF17CHIM035,69.5,FR,0,White,b,75,N,N,N,Y,11-19,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,1,0,0,1,0,1,5
TSUF17CHIM036,80.3,FR,0,White,a. Sci,76,N,Y,N,Y,30-39,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,6
TSUF17CHIM039,68.4,FR,0,Hisp,a. Eng,77,DK,Y,N,N,0,87,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,4
TSUF17CHIM040,75.9,FR,0,White,b,78,Y,Y,N,Y,1-10,78,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10,0,1,1,1,0,0,1,0,0,0,0,0,4
TSUF17CHIM041,90.5,FR,0,White,b,77,Y,Y,N,N,0,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,5,1,1,1,0,1,0,1,0,1,1,0,0,7
TSUF17CHIM045,75.7,FR,1,"White,Hisp",a. Tech,78,Y,Y,N,N,0,87,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,6,1,0,1,0,0,0,0,0,0,1,0,1,4
TSUF17CHIM046,69.2,FR,1,Arab,a. Sci,79,N,Y,N,N,0,87,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
TSUF17CHIM047,65.7,FR,0,Hisp,b,77,DK,Y,N,N,0,78,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TSUF17CHIM048,71.7,FR,0,Asian,b,75,N,Y,N,N,0,78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,1,1,1,0,0,0,0,0,1,0,1,5
TSUF17CHIM049,64.9,JR,0,Hisp,d,78,Y,Y,N,Y,30-39,78,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,9,1,0,1,1,0,0,1,0,0,1,0,0,5
TSUF17CHIM050,70.7,SO,1,White,b,77,Y,Y,N,N,0,87,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,4
TSUF17CHIM055,55.6,FR,0,"White,Black",d,77,Y,Y,N,N,0,78,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,6,0,0,1,0,0,0,1,0,0,1,0,1,4
TSUF17CHIM056,88.6,FR,0,Hisp,b,78,DK,Y,N,N,0,87,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,7,1,1,1,1,0,0,0,0,0,0,1,1,6
TSUF17CHIM058,89.2,FR,0,"White,Asian",b,78,Y,Y,N,N,0,87,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,1,1,0,0,0,1,0,8
TSUF17CHIM059,81.6,SO,0,White,b,,,,,,,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,3
TSUF17CHIM060,72.2,SO,0,White,b,77,Y,Y,N,N,0,78,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,3
TSUF17CHIM061,99.2,FR,0,White,a. Eng,78,Y,Y,N,N,0,87,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,0,10
TSUF17CHIM062,68.2,FR,1,White,a. Sci,78,Y,Y,N,N,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,4
TSUF17CHIM063,95.2,FR,0,Mixed,a. Sci,78,DK,Y,N,N,0,78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,1,0,1,0,0,0,1,1,6
TSUF17CHIM066,73.1,FR,0,White,c,77,Y,Y,N,Y,11-19,87,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,1,1,1,0,0,0,0,1,0,1,6
TSUF17CHIM067,60.3,JR,1,White,c,77,N,N,N,Y,11-19,78,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,10,0,0,1,0,0,0,1,0,1,0,0,1,4
TSUF17CHIM069,81.1,FR,1,Asian,b,77,Y,Y,N,N,0,78,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,15,0,1,1,1,1,0,0,0,0,1,0,1,6
UNTBF17CHI002,49.6,FR,,Black,a. Eng,77,Y,Y,Y,N,11-19,87,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,2
UNTBF17CHI003,76.6,FR,1,Arab,a. Eng,,DK,Y,N,N,11-19,87,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,9,1,1,1,0,1,0,1,0,0,1,0,1,7
UNTBF17CHI004,67.5,FR,1,"White,Asian",a. Eng,Oman,N,N,N,N,0,87,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,4,1,0,0,0,1,0,1,0,0,1,1,1,6
UNTBF17CHI005,70.2,SO,1,Arab,a. Eng,31,Y,Y,N,N,0,78,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,1,0,0,1,0,0,1,0,0,6
UNTBF17CHI007,59.1,SO,1,Arab,a. Eng,31,N,Y,N,N,0,87,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,15,0,1,0,1,1,1,1,0,0,1,1,1,8
UNTBF17CHI009,87.6,FR,0,White,b,78,DK,Y,N,Y,11-19,78,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,5,1,1,1,0,1,0,1,0,0,0,0,0,5
UNTBF17CHI010,69.7,JR,1,Hisp,a. Sci,76,DK,Y,N,N,0,78,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,1,0,0,3
UNTBF17CHI013,77.5,SO,1,Hisp,a. Eng,75,N,N,N,Y,20-29,78,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,9,1,1,1,1,0,0,0,0,1,0,0,0,5
UNTBF17CHI014,92.4,FR,1,Hisp,a. Eng,77,N,N,Y,N,20-29,87,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,11,0,1,1,1,1,1,1,0,1,0,1,0,8
UNTBF17CHI016,70.9,JR,1,White,a. Eng,76,DK,N,N,Y,30-39,78,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,1,1,0,0,0,0,4
UNTBF17CHI017,66.6,JR,1,Hisp,b,,DK,Y,N,Y,20-29,87,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,15,1,1,1,0,1,0,1,0,1,0,1,0,7
UNTBF17CHI018,89.8,FR,1,Asian,a. Tech,44,N,Y,N,N,0,78,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,12,1,0,1,1,0,0,1,0,1,0,1,0,6
UNTBF17CHI021,76.3,FR,1,Hisp,b,75,DK,Y,N,Y,20-29,78,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,10,1,1,1,1,1,0,1,0,1,1,0,1,9
UNTBF17CHI022,60.4,SO,1,White,a. Eng,75,DK,Y,N,N,0,78,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,1,1,0,1,1,1,1,9
UNTBF17CHI023,80.5,FR,1,Hisp,a. Eng,76,N,N,Y,Y,20-29,87,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,8,1,0,0,1,0,1,1,0,0,0,0,1,5
UNTBF17CHI024,85.7,JR,0,Black,b,75,N,Y,N,N,0,78,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,0,1,1,1,0,10
UNTBF17CHI025,86.6,JR,1,White,a. Eng,75,N,n,n,Y,11-19,78,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,15,1,1,1,1,1,0,1,0,0,1,1,1,9
UNTBF17CHI027,75.1,FR,0,White,a. Sci,75,DK,N,N,N,0,78,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,6,1,1,0,0,1,0,1,1,1,0,1,1,8
UNTBF17CHI029,68.6,FR,0,Hisp,b,79,N,Y,N,N,0,87,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7,0,0,1,1,0,0,1,0,1,1,1,0,6
UNTBF17CHI030,87.0,SO,1,Hisp,a. Math,76,N,N,N,Y,11-19,78,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,8,1,0,1,1,1,0,1,0,1,0,1,1,8
UNTBF17CHI031,77.2,JR,1,White,a. Eng,77,Y,Y,N,Y,20-29,87,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,15,1,1,1,1,0,1,1,0,0,1,1,1,9
UNTBF17CHI033,75.4,JR,1,"White,Hisp",a. Eng,76,N,Y,N,Y,40+,87,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,1,0,1,0,0,0,4
UNTBF17CHI036,76.4,FR,0,Hisp,a. Sci,75,N,N,N,N,0,78,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,9,1,0,1,0,1,1,1,0,1,0,1,0,7
UNTBF17CHI037,55.2,FR,1,Hisp,a. Sci,76,N,N,N,N,0,87,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,5
UNTBF17CHI038,96.5,FR,1,Asian,a. Sci,Taiwan,N,Y,N,N,11-19,78,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,15,0,1,1,1,1,1,1,0,0,1,1,1,9
UNTBF17CHI039,74.8,JR,0,White,b,75,Y,Y,N,Y,30-39,87,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,0,1,0,5
UNTBF17CHI041,84.5,JR,1,White,a. Eng,75,Y,Y,N,Y,20-29,87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11
UNTBF17CHI042,82.9,FR,0,"White,Black",a. Eng,76,Y,Y,Y,N,20-29,87,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,15,1,1,0,1,1,1,1,0,1,1,1,0,9
UNTBF17CHI046,67.6,FR,1,Black,a. Eng,77,Y,Y,N,Y,0,78,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,15,0,1,1,1,0,0,0,0,0,1,1,0,5
UNTBF17CHI047,78.9,SO,1,Asian,b,75,N,N,N,Y,11-19,87,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,11,1,1,1,1,0,0,1,0,1,1,1,0,8
UNTBF17CHI048,76.7,FR,1,White,b,75,Y,Y,N,N,0,87,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,1,1,0,1,1,0,6
UNTBF17CHI049,92.4,FR,1,White,a. Eng,78,Y,Y,N,N,0,78,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,0,0,1,0,0,1,1,0,7
UNTBF17CHI050,82.4,FR,1,Mixed,a. Eng,75,N,N,N,Y,20-29,78,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,15,1,1,1,1,1,1,1,0,1,0,1,1,10
UNTBF17CHI051,66.1,FR,0,"White,Hisp",c,75,N,Y,N,Y,11-19,87,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,9,1,1,0,1,0,0,1,0,1,1,1,1,8
UNTBF17CHI052,83.8,JR,1,"White,Asian",a. Sci,75,Y,Y,N,Y,11-19,87,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,8,0,1,1,0,0,1,0,0,1,1,0,1,6
UNTBF17CHI054,98.1,FR,1,White,a. Eng,76,Y,Y,N,Y,11-19,78,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,0,11
UNTBF17CHI056,77.3,SO,0,White,a. Sci,96,N,N,N,N,0,78,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,9,0,0,0,1,0,0,1,0,0,0,0,1,3
UNTBF17CHI058,89.8,FR,1,White,b,78,Y,Y,N,N,0,87,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8,1,1,1,1,0,0,1,0,1,1,1,1,9
UNTBF17CHI059,69.4,SO,1,Hisp,a. Eng,78,N,N,N,N,0,87,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,1,0,1,0,1,0,1,1,7
UNTBF17CHI060,36.1,FR,0,Hisp,a. Sci,75,Y,Y,N,N,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
UNTBF17CHI061,67.4,SO,1,Hisp,a. Eng,75,N,N,N,Y,30-39,78,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1,1,4
UNTBF17CHI062,80.8,FR,1,Black,a. Eng,75,N,Y,N,Y,11-19,87,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,1,0,1,0,0,0,5
UNTBF17CHI064,76.6,SO,1,White,a. Eng,76,DK,Y,N,Y,30-39,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,0,1,1,0,0,0,1,0,0,1,1,1,6
UNTBF17CHI065,70.6,JR,1,Hisp,a. Eng,77,N,N,N,N,0,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,9
UNTBF17CHI067,72.2,JR,0,Hisp,b,78,N,N,N,N,0,87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,3
UNTBF17CHI068,40.5,FR,0,Black,b,78,DK,Y,N,N,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2
UNTBF17CHI069,48.3,JR,1,Hisp,a. Eng,78,N,N,N,Y,20-29,87,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,1,1,0,0,0,1,0,1,0,1,0,5
UNTBF17CHI070,79.9,FR,0,White,a. Sci,78,N,N,N,N,0,87,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,7,1,1,1,1,0,1,1,0,1,1,1,0,9
UNTBF17CHI072,85.1,SO,1,White,b,79,Y,Y,N,N,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,1,0,0,1,1,0,6
UNTBF17CHI074,54.9,SO,1,White,a. Eng,76,Y,Y,N,N,0,87,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,16,1,1,0,1,0,1,1,1,1,0,1,1,9
UNTBF17CHI076,80.8,SR,0,White,a. Eng,,DK,N,N,N,0,87,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6,1,1,0,1,0,0,1,0,1,1,1,0,7
UNTBF17CHI077,78.0,FR,0,Asian,a. Eng,73,N,N,N,N,0,78,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,14,1,1,0,1,0,0,1,0,0,1,1,0,6
UNTBF17CHI078,45.4,FR,1,Black,b,76,DK,Y,N,N,0,78,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,1,0,1,0,1,0,0,1,5
UNTBF17CHI079,81.8,FR,0,Black,b,75,N,N,N,N,0,78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,1,0,1,0,6
UNTBF17CHI082,41.1,SO,0,White,a. Sci,76,DK,Y,N,Y,40+,78,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,1,1,1,0,1,1,0,1,0,0,1,8
UNTBF17CHI083,90.3,FR,1,Black,a. Eng,75,DK,Y,N,Y,11-19,78,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,13,1,1,1,1,0,1,1,0,1,1,1,0,9
UNTBF17CHI084,77.3,SR,0,White,c,75,Y,Y,N,N,0,78,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,9,1,1,0,1,0,1,1,0,1,1,0,1,8
UNTBF17CHI085,88.3,SO,1,Black,b,75,Y,Y,N,N,0,78,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,13,1,1,1,1,0,0,1,0,0,0,1,1,7
UNTBF17CHI086,67.8,SO,0,Asian,b,77,N,Y,N,N,0,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,0,0,0,0,1,1,0,0,5
UNTBF17CHI087,79.8,FR,1,White,a. Eng,78,Y,Y,N,N,0,78,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,9,0,1,1,1,0,0,1,0,1,0,0,1,6
UNTBF17CHI090,90.1,FR,0,Asian,a. Eng,75,N,Y,N,N,0,78,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,9,1,1,1,1,0,0,1,0,0,0,1,1,7
UNTBF17CHI091,85.8,SO,1,Hisp,a. Eng,76,N,N,N,N,0,78,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,13,1,0,1,0,1,0,1,0,0,0,1,1,6
UNTBF17CHI092,76.7,FR,1,Mixed,b,75,Y,Y,N,N,0,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,1,0,1,1,1,0,7
UNTBF17CHI093,92.2,SO,1,"Black,Hisp",a. Eng,75,DK,Y,N,Y,11-19,78,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8,1,1,1,0,1,0,1,0,0,1,1,0,7
UNTBF17CHI094,62.2,FR,0,"White,Hisp",a. Sci,75,N,Y,N,N,0,87,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,9,0,0,1,1,0,0,1,0,0,0,1,0,4
UNTBF17CHI095,91.7,FR,0,Hisp,b,75,N,N,N,Y,1-10,78,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,0,1,0,1,1,0,0,8
UNTBF17CHI096,48.9,FR,0,Hisp,b,76,N,Y,N,Y,11-19,87,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,5,0,1,1,0,0,0,0,0,1,1,0,0,4
UNTBF17CHI099,80.8,JR,1,Arab,a. Eng,75,N,N,N,Y,40+,78,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,10,1,1,1,1,1,0,1,0,1,1,1,1,10
UNTBF17CHI101,86.8,JR,1,"Hisp,Black",b,78,DK,Y,N,Y,30-39,78,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,10,1,1,1,1,0,0,1,0,1,0,1,1,8
UNTBF17CHI102,74.8,FR,1,"White,Hisp",a. Eng,76,Y,Y,N,Y,30-39,87,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,17,0,1,1,0,1,0,1,0,0,1,0,1,6
UNTBF17CHI104,87.6,SR,1,Hisp,a. Tech,76,N,N,N,Y,20-29,78,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,10,1,1,1,1,1,0,1,0,1,1,1,1,10
UNTBF17CHI105,52.2,JR,1,Hisp,a. Eng,75,N,N,N,Y,40+,87,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1
UNTBF17CHI107,81.9,FR,1,White,a. Eng,76,Y,Y,N,Y,20-29,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,1,1,1,0,1,1,0,0,0,0,1,1,7
UNTBF17CHI108,59.1,FR,1,White,b,75,Y,Y,Y,N,11-19,87,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10,0,0,0,0,0,0,1,0,0,0,1,1,3
UNTBF17CHI109,87.3,FR,0,White,b,76,N,Y,N,N,0,78,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,0,1,1,0,1,8
UNTBF17CHI112,81.6,FR,0,Arab,b,76,DK,Y,N,Y,1-10,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,1,0,1,0,0,0,1,0,3
UNTBF17CHI114,73.9,FR,1,Hisp,a. Sci,75,N,Y,N,N,11-19,87,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,1,0,1,0,1,0,0,1,7
UNTBF17CHI115,77.3,FR,1,Hisp,b,75,N,N,N,Y,20-29,78,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,10,1,0,1,1,1,0,1,0,0,1,1,1,8
UNTBF17CHI118,80.4,FR,1,White,a. Sci,75,n,Y,N,N,0,78,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,16,1,1,1,1,0,1,1,0,0,1,1,1,9
UNTBF17CHI119,29.5,FR,1,Black,a. Sci,76,N,N,Y,N,11-19,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
UNTBF17CHI121,71.4,FR,0,Asian,a. Sci,77,N,Y,Y,N,11-19,87,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,7,1,1,1,0,1,1,1,0,1,1,1,0,9
UNTBF17CHI122,57.1,FR,0,Asian,b,76,N,N,N,N,0,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0,1,0,0,1,4
UNTBF17CHI126,66.5,FR,0,Whte,b,76,Y,Y,N,Y,20-29,78,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,1,0,0,1,0,1,1,1,1,7
UNTBF17CHI127,86.0,FR,0,White,a. Eng,75,DK,Y,N,N,0,87,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,14,1,1,1,1,1,0,1,0,1,1,1,1,10
UNTBF17CHI129,94.4,FR,1,Hisp,a. Eng,75,N,N,N,N,0,78,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,12,1,1,1,0,1,0,1,0,0,1,1,1,8
